,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Fatal (Y/N),Time,Species 
1808,28-Nov-2002,2002,Unprovoked,MICRONESIA,Caroline Islands,"Pision Reef, Truk",SWIMMING/DIVING,M,Unknown,N,Afternoon,BLACKTIP SHARK
1809,28-Nov-2002,2002,Unprovoked,USA,California,"Salmon Creek, Sonoma County",SURFING/WATERSPORTS,M,48,N,09h45,WHITE SHARK
1810,17-Nov-2002,2002,Unprovoked,USA,Hawaii,Ka'anapali,SWIMMING/DIVING,F,34,N,10h45,COLORED SHARK
1811,14-Nov-2002,2002,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,SWIMMING/DIVING,F,41,N,08h40,REEF SHARK
1812,11-Nov-2002,2002,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,21,N,13h40,Unknown
1813,02-Nov-2002,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,16,N,13h25,Unknown
1814,Nov-2002,2002,Unprovoked,FRENCH POLYNESIA,Society Islands,Tetiaroa,FISHING,M,52,N,Unknown,Unknown
1815,30-Oct-2002,2002,Unprovoked,USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",SWIMMING/DIVING,F,60,N,11h56,Unknown
1816,14-Oct-2002,2002,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City, Recife",SWIMMING/DIVING,M,36,Y,16h00,BULL SHARKTIGER SHARK
1817,11-Oct-2002,2002,Unprovoked,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",SURFING/WATERSPORTS,M,21,N,Sunset,Unknown
1818,05-Oct-2002,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,14,N,12h00,SPINNER SHARK
1819,05-Oct-2002,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,35,N,13h30,Unknown
1820,03-Oct-2002,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,18,N,14h35,Unknown
1821,30-Sep-2002,2002,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",SURFING/WATERSPORTS,M,47,N,16h20,Unknown
1822,29-Sep-2002,2002,Unprovoked,USA,Florida,"Sebastian Inlet, Brevard County",SURFING/WATERSPORTS,M,32,N,07h30,Unknown
1823,27-Sep-2002,2002,Unprovoked,USA,Hawaii,"Kahala, O'ahu",SURFING/WATERSPORTS,M,55,N,15h35,BLACKTIP SHARK
1824,27-Sep-2002,2002,Provoked,USA,Florida,"Key Largo, Monroe County",FISHING,M,  ,N,Afternoon,BLACKTIP SHARK
1825,27-Sep-2002,2002,Provoked,TONGA,Vava'u,Swimming with humpback whales,SWIMMING/DIVING,M, ,N,15h00,TIGER SHARK
1826,21-Sep-2002,2002,Unprovoked,USA,Oregon,Cape Kiwanda,SURFING/WATERSPORTS,M,24,N, ,Unknown
1827,21-Sep-2002,2002,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",SURFING/WATERSPORTS,M,35,N,Early Morning,Unknown
1828,16-Sep-2002,2002,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City",SWIMMING/DIVING,M,19,N,15h00,TIGER SHARK
1829,16-Sep-2002,2002,Unprovoked,USA,Hawaii,"Hideaways Beach, Princeville, Kaua'i",SURFING/WATERSPORTS,Unknown,Unknown,N,07h50,Unknown
1830,13-Sep-2002,2002,Unprovoked,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",SURFING/WATERSPORTS,M,47,N,16h00,WHITE SHARK
1831,09-Sep-2002,2002,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,20,N,15h55,Unknown
1832,05-Sep-2002,2002,Provoked,USA,Florida,"Daytona Beach Shores, Volusia County",SWIMMING/DIVING,M,36,N,17h45,BONNETHED SHARK
1833,28-Aug-2002,2002,Unprovoked,USA,Hawaii,"Kewalo Basin Channel, O'ahu",SURFING/WATERSPORTS,M,16,N,15h45,TIGER SHARK
1834,17-Aug-2002,2002,Unprovoked,USA,Alabama,"Gulf of Mexico, 65 miles offshore from Mobile",SWIMMING/DIVING,F,29,N,17h00,Unknown
1835,14-Aug-2002,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,27,N,14h45,Unknown
1836,11-Aug-2002,2002,Unprovoked,USA,Florida,"Vero Beach, Indian River County",SURFING/WATERSPORTS,M,15,N,15h30,NURSE SHARK
1837,07-Aug-2002,2002,Unprovoked,USA,Florida,"Ponce De Leon Inlet, Volusia County",STANDING,M,15,N,12h30,Unknown
1838,Reported 06-Aug-2002,2002,Provoked,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",SWIMMING/DIVING,M,30,N,Unknown,SANDTIGER SHARK
1839,05-Aug-2002,2002,Unprovoked,USA,North Carolina,"Topsail Beach, Pender County",STANDING,M,14,N,11h00,Unknown
1840,26-Jul-2002,2002,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",SURFING/WATERSPORTS,M,13,N,19h00,SANDBAR SHARK
1841,20-Jul-2002,2002,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",SWIMMING/DIVING,F,15,N,17h00,BULL SHARK
1842,10-Jul-2002,2002,Provoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,19,N,18h45,Unknown
1843,09-Jul-2002,2002,Provoked,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",FISHING,M,41,Y,Shortly after midnight,MAKO SHARK
1844,10-Jul-2002,2002,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",SURFING/WATERSPORTS,M,22,N,15h00,TIGER SHARK
1845,04-Jul-2002,2002,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",STANDING,F,9,N,17h15,BULL SHARK
1846,20-Jun-2002,2002,Unprovoked,AUSTRALIA,Queensland,Sunshine Beach,SURFING/WATERSPORTS,M,30,N,10h00,Unknown
1847,20-Jun-2002,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING/DIVING,F,11,N,14h25,Unknown
1848,16-Jun-2002,2002,Uncertain,INDONESIA,Unknown,"Shark caught in Indonesia, offloaded to trawler that docked at Samut Prakan, 20 miles south of Bangkok, Thailand",UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown
1849,Reported 13-Jun-2002,2002,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,"Brooker Island , Calvados Chain",UNKNOWN,Unknown,Unknown,N,Unknown,Unknown
1850,Reported 13-Jun-2002,2002,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,"Gawa Reefs, Sudest Island",ATTEMPTING TO RETREIVE A DINGHY,Unknown,Unknown,Y,Unknown,Unknown
1851,11-Jun-2002,2002,Unprovoked,USA,Hawaii,"Anini Beach, Kaua'i",SURFING/WATERSPORTS,Unknown,Unknown,N,13h345,TIGER SHARK
1852,10-Jun-2002,2002,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",SURFING/WATERSPORTS,M,28,N,13h00,Unknown
1853,09-Jun-2002,2002,Unprovoked,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,50,N,10h40,Unknown
1854,09-Jun-2002,2002,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",SWIMMING/DIVING,M,10,N,13h00,Unknown
1855,03-Jun-2002,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,SWIMMING/DIVING,M,50,N,  ,COPPER SHARK
1856,31-May-2002,2002,Unprovoked,USA,California,"Stinson Beach, Marin County",SURFING/WATERSPORTS,M,24,N,14h15,WHITE SHARK
1857,31-May-2002,2002,Unprovoked,USA,Florida,"St. George Island (near Apachicola), Franklin County",FLOATING ON A RAFT,M,16,N,16h15,Unknown
1858,22-May-2002,2002,Provoked,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island ",FISHING,M,55,N,17h15,BLACKTIP SHARK
1859,22-May-2002,2002,Unprovoked,USA,Florida,"Atlantic Avenue, Palm Beach County",SURFING/WATERSPORTS,M,35,N,06h47,Unknown
1860,Reported 21-May-2002,2002,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,SURFING/WATERSPORTS,M,Unknown,N,Unknown,BULL SHARK
1861,21-May-2002,2002,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Tewatewa Island,COLLECTING BECHE-DE-MER,M,14,N,Unknown,Unknown
1862,13-May-2002,2002,Unprovoked,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",FISHING,M,31,N,Unknown,Unknown
1863,10-May-2002,2002,Unprovoked,BRAZIL,Pernambuco,"Pina, Recife",SURFING/WATERSPORTS,M,40,N,17h00,Unknown
1864,07-May-2002,2002,Provoked,AUSTRALIA,Northern Territory,Darwin,FISHING,M,20,N,Unknown,Unknown
1865,30-Apr-2002,2002,Unprovoked,AUSTRALIA,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula",SURFING/WATERSPORTS,M,23,Y,12h40,WHITE SHARK
1866,21-Apr-2002,2002,Uncertain,AUSTRALIA,New South Wales,26 nautical miles out to sea off Lake Macquarie,FISHING,M,52,Unknown,Unknown,Unknown
1867,20-Apr-2002,2002,Unprovoked,USA,Florida,"St. Augustine Beach, St. Johns County",SURFING/WATERSPORTS,M,34,N,10h30,Unknown
1868,18-Apr-2002,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,28,N,11h10,Unknown
1869,12-Apr-2002,2002,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",SWIMMING/DIVING,M,45,N,18h30,Unknown
1870,09-Apr-2002,2002,Unprovoked,BAHAMAS,Abaco Islands,Walkers Cay,STANDING,M,43,N,10h45,BULL SHARK
1871,02-Apr-2002,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING/DIVING,M,41,N,15h00,Unknown
1872,01-Apr-2002,2002,Unprovoked,USA,Florida,"Lauderdale-By-The-Sea, Broward County",SWIMMING/DIVING,M,29,N,11h30,Unknown
1873,25-Mar-2002,2002,Unprovoked,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",SURFING/WATERSPORTS,M,17,N,12h00,TIGER SHARK
1874,25-Mar-2002,2002,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",SWIMMING/DIVING,F,11,N,10h10,Unknown
1875,24-Mar-2002,2002,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",SWIMMING/DIVING,M,16,Y,17h00,Unknown
1876,19-Mar-2002,2002,Unprovoked,USA,Florida,"Daytona Beach Shores, Volusia County",SURFING/WATERSPORTS,M,20,N,15h45,Unknown
1877,15-Mar-2002,2002,Unprovoked,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",SWIMMING/DIVING,M,39,N,Morning,NURSE SHARK
1878,15-Mar-2002,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,31,N,10h55,SPINNER SHARK
1879,03-Mar-2002,2002,Uncertain,NEW CALEDONIA,Loyalty Islands,Lifou,FISHING,M,44,Unknown,Unknown,Unknown
1880,23-Feb-2002,2002,Unprovoked,TURKS & CAICOS,Unknown,Unknown,FISHING,M,Unknown,Y,Unknown,Unknown
1881,16-Feb-2002,2002,Unprovoked,AUSTRALIA,Queensland,Sunshine Beach,SURFING/WATERSPORTS,M,30 or 36,N,09h00 -10h00,WHALER SHARK
1882,11-Feb-2002,2002,Unprovoked,FIJI,Cikobia Island (north of Vanua Levu),Unknown,UNKNOWN,M,15,Y,20h00,Unknown
1883,07-Feb-2002,2002,Uncertain,AUSTRALIA,New South Wales,Paramatta River (near Sydney),KAYAKING,M,35,N,19h15,Unknown
1884,30-Jan-2002,2002,Unprovoked,AUSTRALIA,New South Wales,Just north of Fingal Spit,SURFING/WATERSPORTS,M,20,N,20h45 (Sunset),TIGER SHARK
1885,30-Jan-2002,2002,Unprovoked,AUSTRALIA,Western Australia,Collie River ,SWIMMING/DIVING,M,32,N,Unknown,Unknown
1886,04-Jan-2002,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,FISHING,M,16,N,02h00,ZAMBESI SHARK
1887,03-Jan-2002,2002,Unprovoked,BRAZIL,Pernambuco,Candeias,SWIMMING/DIVING,Unknown,Unknown,Y,Unknown,Unknown
1888,01-Jan-2002,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,SURFING/WATERSPORTS,M,26,N,Sunset,Unknown
1889,01-Jan-2002,2002,Unprovoked,USA,Hawaii,"Olowalu, Maui",SWIMMING/DIVING,M,35,N,13h00,TIGER SHARK
1890,21-Dec-2001,2001,Uncertain,AUSTRALIA,Western Australia,"Honeycombs, 250 km south of Perth",SURFING/WATERSPORTS,M,36,N,Morning,Unknown
1891,23-Nov-2001,2001,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",SURFING/WATERSPORTS,M,49,N,Unknown,WHALER SHARK
1892,14-Nov-2001,2001,Unprovoked,USA,Hawaii,"Kapalua, Maui",SURFING/WATERSPORTS,Unknown,Unknown,N,17h00,Unknown
1893,07-Nov-2001,2001,Uncertain,AUSTRALIA,Western Australia,"Leighton Beach, south of North Cottesloe",SURFING/WATERSPORTS,M,Unknown,Unknown,Unknown,Unknown
1894,07-Oct-2001,2001,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,SURFING/WATERSPORTS,M,Unknown,N,Unknown,MAKO SHARK
1895,02-Oct-2001,2001,Unprovoked,AUSTRALIA,Queensland,200 miles offshore,SWIMMING/DIVING,F,20,N,13h00,WHALER SHARK
1896,30-Sep-2001,2001,Unprovoked,MEXICO,Guerrero,Ixtapa,SURFING/WATERSPORTS,M,26,N,Late morning,TIGER SHARK
1897,30-Sep-2001,2001,Uncertain,AUSTRALIA,Queensland,"Moreton Bay, NE of Brisbane ",UNKNOWN,M,31,N,P.M.,WHITE SHARK
1898,24-Sep-2001,2001,Provoked,USA,Florida,"Ponce Inlet, Volusia County",SURFING/WATERSPORTS,M,21,N,16h20,Unknown
1899,18-Sep-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,14,N,15h00,Unknown
1900,16-Sep-2001,2001,Uncertain,USA,Florida,"2 miles off Pompano Beach, Broward County",SWIMMING/DIVING,M,42,Y,13h20,Unknown
1901,15-Sep-2001,2001,Unprovoked,USA,Florida,A quarter mile north of Fort Pierce Inlet,SURFING/WATERSPORTS,M,6½,N,15h00,Unknown
1902,15-Sep-2001,2001,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",SURFING/WATERSPORTS,M,16,N,13h45,Unknown
1903,13-Sep-2001,2001,Provoked,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",SWIMMING/DIVING,M,Unknown,N,Unknown,SANDTIGER SHARK
1904,08-Sep-2001,2001,Provoked,USA,Florida,"Everglades National Park, Monroe County",FISHING,M,44,N,Unknown,Unknown
1905,07-Sep-2001,2001,Unprovoked,USA,Florida,"Key Biscayne, Dade County",WALKING IN SHALLOWS,M,13,N,18h40,Unknown
1906,07-Sep-2001,2001,Uncertain,USA,South Carolina,"Waites Island, Horry County",SWIMMING/DIVING,F,Unknown,N,Unknown,Unknown
1907,03-Sep-2001,2001,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",SWIMMING/DIVING,M,28,Y,18h00,WHITE SHARK
1908,03-Sep-2001,2001,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",SWIMMING/DIVING,F,23,N,18h00,WHITE SHARK
1909,02-Sep-2001,2001,Unprovoked,USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",SWIMMING/DIVING,M,20,N,Afternoon,Unknown
1910,01-Sep-2001,2001,Unprovoked,USA,Virginia,"Sandbridge Beach, Princess Anne County",SWIMMING/DIVING,M,10,Y,18h00,BULL SHARK
1911,31-Aug-2001,2001,Unprovoked,BAHAMAS,Abaco Islands,North of Grand Cay,FISHING,M,44,N,13h30,BULL SHARK
1912,29-Aug-2001,2001,Unprovoked,USA,Florida,"Coquina Beach, Anna Maria Island, Manatee County",STANDING,F,29,N,13h30,Unknown
1913,27-Aug-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING/DIVING,M,69,N,16h20,Unknown
1914,26-Aug-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,18,N,16h00,Unknown
1915,25-Aug-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,18,N,14h00,Unknown
1916,22-Aug-2001,2001,Unprovoked,USA,Florida,"Daytona, Volusia County ",SURFING/WATERSPORTS,M,17,N,16h20,SMALL SHARK
1917,21-Aug-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,27,N,16h00,Unknown
1918,19-Aug-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,32,N,13h14,Unknown
1919,19-Aug-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,F,17,N,13h06,Unknown
1920,19-Aug-2001,2001,Unprovoked,USA,Florida,"Wilbur-by-the-Sea, Volusia County",SURFING/WATERSPORTS,F,17,N,11h20,Unknown
1921,18-Aug-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,20,N,12h30,SPINNER SHARK
1922,18-Aug-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,19,N,12h05,SPINNER SHARK
1923,18-Aug-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,19,N,10h00,BLACKTIP SHARK
1924,16-Aug-2001,2001,Unprovoked,BAHAMAS,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",FISHING,M,43,N,16h00,BULL SHARK
1925,12-Aug-2001,2001,Unprovoked,THAILAND,Rayong Province,Laem Mae Pim Beach,FELL OFF BANANA BOAT,M,21 & ?,N,Unknown,Unknown
1926,05-Aug-2001,2001,Unprovoked,USA,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",UNKNOWN,F,Unknown,N,Unknown,Unknown
1927,04-Aug-2001,2001,Unprovoked,BAHAMAS,Grand Bahama Island,Freeport,SWIMMING/DIVING,M,36,N,10h20,Unknown
1928,03-Aug-2001,2001,Uncertain,ITALY,Unknown,Rimini,FISHING,Unknown,Unknown,N,Unknown,Unknown
1929,26-Jul-2001,2001,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",UNKNOWN,F,Unknown,N,Unknown,Unknown
1930,25-Jul-2001,2001,Unprovoked,USA,Florida,"Taverniier, Monroe County",UNKNOWN,M,Unknown,N,16h00,Unknown
1931,24-Jul-2001,2001,Unprovoked,USA,Florida,"Marathon , Monroe County",UNKNOWN,F,Unknown,N,Unknown,NURSE SHARK
1932,21-Jul-2001,2001,Uncertain,USA,Massachusetts,Chatham Island,FISHING,Unknown,Unknown,N,Unknown,MAKO SHARK
1933,15-Jul-2001,2001,Unprovoked,USA,Florida,"Santa Rosa Island, Escambia County",SURFING/WATERSPORTS,M,48,N,14h30,Unknown
1934,15-Jul-2001,2001,Unprovoked,USA,Florida,"Amelia Island, Nassau County",SURFING/WATERSPORTS,M,18,N,14h30,Unknown
1935,06-Jul-2001,2001,Unprovoked,MEXICO,Baja California,Ensenada,SURFING/WATERSPORTS,M,42,N,Evening,Unknown
1936,06-Jul-2001,2001,Unprovoked,USA,Florida,Gulf Islands National Seashore,SWIMMING/DIVING,M,8,N,Dusk,BULL SHARK
1937,03-Jul-2001,2001,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County ",UNKNOWN,Unknown,Unknown,N,Unknown,Unknown
1938,Jul-2001,2001,Unprovoked,USA,Georgia,"Jekyll Island, Glynn County",FLOATING FACE-DOWN IN KNEE-DEEP WATER,M,35,N,18h30,Unknown
1939,12-Jun-2001,2001,Unprovoked,USA,Texas,Padre Island National Seashore,SWIMMING/DIVING,M,14,N,Unknown,Unknown
1940,10-Jun-2001,2001,Provoked,USA,California,Catalina Island,FISHING,M,52,N,09h00,WHITE SHARK
1941,09-Jun-2001,2001,Uncertain,AUSTRALIA,New South Wales,Lord Howe Island (island group 440 miles northeast of Sydney),HIKING ON THE BEACH,M,75,Unknown,Unknown,Unknown
1942,03-Jun-2001,2001,Unprovoked,USA,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",SWIMMING/DIVING,F,29,N,Shortly before 13h00,Unknown
1943,29-May-2001,2001,Unprovoked,USA,Texas,Galveston Island,UNKNOWN,M,16,N,Unknown,Unknown
1944,23-May-2001,2001,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",SWIMMING/DIVING,M,11,N,Unknown,Unknown
1945,20-May-2001,2001,Unprovoked,USA,South Carolina,"Fripp Island, Beaufort County",SWIMMING/DIVING,M,Unknown,N,19h00,Unknown
1946,18-May-2001,2001,Provoked,PHILIPPINES,Zamboanga del Sur Province,Unknown,FISHING,M,24,N,Unknown,Unknown
1947,11-May-2001,2001,Uncertain,MADAGASCAR,Unknown,Shipwrecked Ferry M/V Samsonnette,UNKNOWN,M,Unknown,Unknown,Unknown,Unknown
1948,08-May-2001,2001,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,SURFING/WATERSPORTS,M,26,N,Unknown,WHITE SHARK
1949,04-May-2001,2001,Unprovoked,AUSTRALIA,New South Wales,Noraville,SURFING/WATERSPORTS,M,33 or 37,N,17h45,Unknown
1950,03-May-2001,2001,Unprovoked,USA,Florida,"Jacksonville, Duval County",SURFING/WATERSPORTS,M,45,N,19h00,Unknown
1951,May-2001,2001,Unprovoked,FIJI,Taveuni,Unknown,FISHING,M,Unknown,Y,Unknown,Unknown
1952,28-Apr-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,14,N,15h49,Unknown
1953,13-Apr-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,16,N,11h00,Unknown
1954,13-Apr-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,12,N,10h55,SPINNER SHARK
1955,12-Apr-2001,2001,Unprovoked,USA,Florida,"Waveland Beach, Hutchinson Island, St Lucie County",UNKNOWN,M,mid-30s,N,16h00,Unknown
1956,12-Apr-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,38,N,16h45,Unknown
1957,12-Apr-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,21,N,16h05,SPINNER SHARK
1958,12-Apr-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,12,N,12h34,SPINNER SHARK
1959,12-Apr-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",SURFING/WATERSPORTS,M,22,N,11h53,SPINNER SHARK
1960,11-Apr-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,19,N,8:04 pm,SPINNER SHARK
1961,11-Apr-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",SURFING/WATERSPORTS,M,22,N,12h46,Unknown
1962,11-Apr-2001,2001,Unprovoked,USA,Hawaii,"Ewa Beach, O'ahu",SURFING/WATERSPORTS,M,Unknown,N,07h00,M SHARKREEF SHARK
1963,10-Apr-2001,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,Unknown,16,N,Unknown,SPINNER SHARK
1964,08-Apr-2001,2001,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,SURFING/WATERSPORTS,M,46,N,09h30,WHITE SHARK
1965,08-Apr-2001,2001,Provoked,AUSTRALIA,New South Wales,Bronte Beach,SWIMMING/DIVING,M,Unknown,N,Unknown,WOBBEGONG SHARK
1966,05-Apr-2001,2001,Unprovoked,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,26,N,14h45,SMALL SHARK
1967,02-Ap-2001,2001,Unprovoked,BRAZIL,Rio Grande de Norte,"Praia de Camapum, Macau",BATIN,F,12,N,Unknown,Unknown
1968,02-Apr-2001,2001,Unprovoked,AUSTRALIA,New South Wales,Nambucca River Entrance,SURFING/WATERSPORTS,M,40,N,10h00,WHALER SHARK
1969,23-Mar-2001,2001,Unprovoked,USA,Hawaii,"Sandy Beach, Oahu",SURFING/WATERSPORTS,M,Unknown,N,14h40,Unknown
1970,09-Mar-2001,2001,Unprovoked,USA,Florida,"Coral Cove Park, Jupiter Island, Martin County",SURFING/WATERSPORTS,M,Unknown,N,Unknown,SPINNER SHARK
1971,08-Mar-2001,2001,Uncertain,BRAZIL,Bahia,Nova Vicosa,ATTEMPTING TO CATCH A CROCODILE,M,12,Unknown,Unknown,Unknown
1972,03-Mar-2001,2001,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",SWIMMING/DIVING,M,20,Y,Unknown,Unknown
1973,Mar-2001,2001,Uncertain,CARIBBEAN SEA,Unknown,Between St. Maarten & Anguilla,SURFING/WATERSPORTS,Unknown,Unknown,Y,Unknown,TIGER SHARK
1974,26-Feb-2001,2001,Uncertain,AUSTRALIA,Western Australia,Albany (incident took place 200 metres from swimmers),FISHING,Unknown,Unknown,N,Unknown,WHITE SHARK
1975,11-Feb-2001,2001,Uncertain,MALAYSIA,Off the western coast of peninsular Malaysia,Pulau Pangkor (Pangkor Island),UNKNOWN,F,Unknown,Unknown,Unknown,Unknown
1976,04-Feb-2001,2001,Unprovoked,AUSTRALIA,New South Wales,Broome Head,SURFING/WATERSPORTS,M,40,N,16h15,WHALER SHARK
1977,Reported  24-Jan-2001,2001,Uncertain,AUSTRALIA,New South Wales,South West Rocks,KAYAKING,M,35,N,Unknown,Unknown
1978,24-Jan-2001,2001,Unprovoked,CUBA,Holquin Province,Off Blau Costa Verde resort,SWIMMING/DIVING,F,55,N,Unknown,Unknown
1979,21-Jan-2001,2001,Uncertain,AUSTRALIA,South Australia,Adelaide,FISHING,Unknown,Unknown,N,Unknown,WHITE SHARK
1980,09-Jan-2001,2001,Unprovoked,USA,California,"Sunset Cliffs, San Diego",SURFING/WATERSPORTS,M,Unknown,N,Unknown,FINNED SHARK
1981,06-Jan-2001,2001,Uncertain,NEW ZEALAND,North Island,Sandy Bay/Whananaki,KAYAKING,M,Unknown,N,Unknown,WHITE SHARK
1982,24-Dec-2000,2000,Unprovoked,AUSTRALIA,Queensland,Flinders Cay,SWIMMING/DIVING,M,23,N,Unknown,Unknown
1983,12-Dec-2000,2000,Unprovoked,FIJI,Taveuni,Garden Island Resort,SWIMMING/DIVING,M,47,Y,14h30,Unknown
1984,11-Dec-2000,2000,Uncertain,AUSTRALIA,South Australia,"3 km off Port Victoria, Yorke Peninsula",FISHING,Unknown,Unknown,N,Unknown,WHITE SHARK
